#authorList	title	journal	year	volume	pages	pmid	inhouse	hpo	monarch	topic.list
Lobo D, Malone TJ, Levin M	Towards a bioinformatics of patterning: a computational approach to understanding regulative morphogenesis	Biol Open	2013	2(2)	156-69	23429669	F	T	F	systems.bio.algorithm
Portales-Casamar E, Ch'ng C, Lui F, St-Georges N, Zoubarev A, Lai AY, Lee M, Kwok C, Kwok W, Tseng L, Pavlidis P	Neurocarta: aggregating and sharing disease-gene relations for the neurosciences	BMC Genomics	2013	14	129	23442263	F	T	F	resource
Maynard SM, Mungall CJ, Lewis SE, Imam FT, Martone ME	A knowledge based approach to matching human neurodegenerative disease and animal models	Front Neuroinform	2013	7	7	23717278	F	T	F	resource
Aissani B, Wiener HW, Zhang K, Kaslow RA, Ogwaro KM, Shrestha S, Jacobson LP	A candidate gene approach for virally induced cancer with application to HIV-related Kaposi's sarcoma	Int J Cancer	2014	134(2)	397-404	23818101	F	T	F	systems.bio.algorithm
Schofield PN, Sundberg JP, Sundberg BA, McKerlie C, Gkoutos GV	The mouse pathology ontology, MPATH; structure and applications	J Biomed Semantics	2013	4(1)	18	24033988	F	T	F	resource
Tassy O, Pourquié O	Manteia, a predictive data mining system for vertebrate genes and its applications to human genetic diseases	Nucleic Acids Res	2014	42(Database issue)	D882-91	24038354	F	T	F	resource
Brinkley JF, Borromeo C, Clarkson M, Cox TC, Cunningham MJ, Detwiler LT, Heike CL, Hochheiser H, Mejino JL, Travillian RS, Shapiro LG	The ontology of craniofacial development and malformation for translational craniofacial research	Am J Med Genet C Semin Med Genet	2013	163C(4)	232-45	24124010	F	T	F	resource
Osumi-Sutherland D, Marygold SJ, Millburn GH, McQuilton PA, Ponting L, Stefancsik R, Falls K, Brown NH, Gkoutos GV	The Drosophila phenotype ontology	J Biomed Semantics	2013	4(1)	30	24138933	F	T	F	resource
Bragin E, Chatzimichali EA, Wright CF, Hurles ME, Firth HV, Bevan AP, Swaminathan GJ	DECIPHER: database for the interpretation of phenotype-linked plausibly pathogenic sequence and copy-number variation	Nucleic Acids Res	2014	42(Database issue)	D993-D1000	24150940	F	T	F	resource
Wang P, Lai WF, Li MJ, Xu F, Yalamanchili HK, Lovell-Badge R, Wang J	Inference of gene-phenotype associations via protein-protein interaction and orthology	PLoS One	2013	8(10)	e77478	24194887	F	T	F	systems.bio.algorithm
Welter D, MacArthur J, Morales J, Burdett T, Hall P, Junkins H, Klemm A, Flicek P, Manolio T, Hindorff L, Parkinson H	The NHGRI GWAS Catalog, a curated resource of SNP-trait associations	Nucleic Acids Res	2014	42(Database issue)	D1001-6	24316577	F	T	F	resource
Doğan RI, Leaman R, Lu Z	NCBI disease corpus: a resource for disease name recognition and concept normalization	J Biomed Inform	2014	47	1-10	24393765	F	T	F	resource
Carss KJ, Hillman SC, Parthiban V, McMullan DJ, Maher ER, Kilby MD, Hurles ME	Exome sequencing improves genetic diagnosis of structural fetal abnormalities revealed by ultrasound	Hum Mol Genet	2014	23(12)	3269-77	24476948	F	T	F	clinical.use;phenogeno.algorithm
Castellano S, Parra G, Sánchez-Quinto FA, Racimo F, Kuhlwilm M, Kircher M, Sawyer S, Fu Q, Heinze A, Nickel B, Dabney J, Siebauer M, White L, Burbano HA, Renaud G, Stenzel U, Lalueza-Fox C, de la Rasilla M, Rosas A, Rudan P, Brajković D, Kucan Ž, Gušic I, Shunkov MV, Derevianko AP, Viola B, Meyer M, Kelso J, Andrés AM, Pääbo S	Patterns of coding variation in the complete exomes of three Neandertals	Proc Natl Acad Sci U S A	2014	111(18)	6666-71	24753607	F	T	F	systems.bio.algorithm
Gottlieb B, Beitel LK, Trifiro M	Changing genetic paradigms: creating next-generation genetic databases as tools to understand the emerging complexities of genotype/phenotype relationships	Hum Genomics	2014	8	9	24885908	F	T	F	review
Cheng L, Li J, Ju P, Peng J, Wang Y	SemFunSim: a new method for measuring disease similarity by integrating semantic and gene functional association	PLoS One	2014	9(6)	e99415	24932637	F	T	F	systems.bio.algorithm
Brodie A, Tovia-Brodie O, Ofran Y	Large scale analysis of phenotype-pathway relationships based on GWAS results	PLoS One	2014	9(7)	e100887	25007247	F	T	F	systems.bio.algorithm
Choquet R, Maaroufi M, de Carrara A, Messiaen C, Luigi E, Landais P	A methodology for a minimum data set for rare diseases to support national centers of excellence for healthcare and research	J Am Med Inform Assoc	2015	22(1)	76-85	25038198	F	T	F	review
Stade B, Seelow D, Thomsen I, Krawczak M, Franke A	GrabBlur--a framework to facilitate the secure exchange of whole-exome and -genome SNV data using VCF files	BMC Genomics	2014	15 Suppl 4	S8	25055742	F	T	F	resource
Racimo F, Kuhlwilm M, Slatkin M	A test for ancient selective sweeps and an application to candidate sites in modern humans	Mol Biol Evol	2014	31(12)	3344-58	25172957	F	T	F	systems.bio.algorithm
Hunt D, Leventer RJ, Simons C, Taft R, Swoboda KJ, Gawne-Cain M; DDD study, Magee AC, Turnpenny PD, Baralle D	Whole exome sequencing in family trios reveals de novo mutations in PURA as a cause of severe neurodevelopmental delay and learning disability	J Med Genet	2014	51(12)	806-13	25342064	F	T	F	clinical.use
Vandeweyer G, Van Laer L, Loeys B, Van den Bulcke T, Kooy RF	VariantDB: a flexible annotation and filtering portal for next generation sequencing data	Genome Med	2014	6(10)	74	25352915	F	T	F	resource
Hayeems RZ, Hoang N, Chenier S, Stavropoulos DJ, Pu S, Weksberg R, Shuman C	Capturing the clinical utility of genomic testing: medical recommendations following pediatric microarray	Eur J Hum Genet	2015	23(9)	1135-41	25491637	F	T	F	review
Wright CF, Fitzgerald TW, Jones WD, Clayton S, McRae JF, van Kogelenberg M, King DA, Ambridge K, Barrett DM, Bayzetinova T, Bevan AP, Bragin E, Chatzimichali EA, Gribble S, Jones P, Krishnappa N, Mason LE, Miller R, Morley KI, Parthiban V, Prigmore E, Rajan D, Sifrim A, Swaminathan GJ, Tivey AR, Middleton A, Parker M, Carter NP, Barrett JC, Hurles ME, FitzPatrick DR, Firth HV; DDD study	Genetic diagnosis of developmental disorders in the DDD study: a scalable analysis of genome-wide research data	Lancet	2015	385(9975)	1305-14	25529582	F	T	F	clinical.use
Shameer K, Naika MB, Mathew OK, Sowdhamini R	POEAS: Automated Plant Phenomic Analysis Using Plant Ontology	Bioinform Biol Insights	2014	8	209-14	25574136	F	T	F	resource
Vrijenhoek T, Kraaijeveld K, Elferink M, de Ligt J, Kranendonk E, Santen G, Nijman IJ, Butler D, Claes G, Costessi A, Dorlijn W, van Eyndhoven W, Halley DJ, van den Hout MC, van Hove S, Johansson LF, Jongbloed JD, Kamps R, Kockx CE, de Koning B, Kriek M, Lekanne Dit Deprez R, Lunstroo H, Mannens M, Mook OR, Nelen M, Ploem C, Rijnen M, Saris JJ, Sinke R, Sistermans E, van Slegtenhorst M, Sleutels F, van der Stoep N, van Tienhoven M, Vermaat M, Vogel M, Waisfisz Q, Marjan Weiss J, van den Wijngaard A, van Workum W, Ijntema H, van der Zwaag B, van IJcken WF, den Dunnen J, Veltman JA, Hennekam R, Cuppen E	Next-generation sequencing-based genome diagnostics across clinical genetics centers: implementation choices and their effects	Eur J Hum Genet	2015	23(9)	1142-50	25626705	F	T	F	review
Taylor A, Steinberg J, Webber C	Duplications in ADHD patients harbour neurobehavioural genes that are co-expressed with genes associated with hyperactivity in the mouse	Am J Med Genet B Neuropsychiatr Genet	2015	168B(2)	97-107	25656289	F	T	F	clinical.use
Lobo D, Feldman EB, Shah M, Malone TJ, Levin M	A bioinformatics expert system linking functional data to anatomical outcomes in limb regeneration	Regeneration (Oxf)	2014	1(2)	37-56	25729585	F	T	F	resource
Wolf B, Kuonen P, Dandekar T, Atlan D	DNAseq Workflow in a Diagnostic Context and an Example of a User Friendly Implementation	Biomed Res Int	2015	2015	403497	26137478	F	T	F	resource
Kelsen JR, Dawany N, Moran CJ, Petersen BS, Sarmady M, Sasson A, Pauly-Hubbard H, Martinez A, Maurer K, Soong J, Rappaport E, Franke A, Keller A, Winter HS, Mamula P, Piccoli D, Artis D, Sonnenberg GF, Daly M, Sullivan KE, Baldassano RN, Devoto M	Exome sequencing analysis reveals variants in primary immunodeficiency genes in patients with very early onset inflammatory bowel disease	Gastroenterology	2015	149(6)	1415-24	26193622	F	T	F	clinical.use
Chatzimichali EA, Brent S, Hutton B, Perrett D, Wright CF, Bevan AP, Hurles ME, Firth HV, Swaminathan GJ	Facilitating collaboration in rare genetic disorders through effective matchmaking in DECIPHER	Hum Mutat	2015	36(10)	941-9	26220709	F	T	F	resource
Pillar N, Isakov O, Weissglas-Volkov D, Botchan S, Friedman E, Arber N, Shomron N	Actionable clinical decisions based on comprehensive genomic evaluation in asymptomatic adults	Mol Genet Genomic Med	2015	3(5)	433-9	26436109	F	T	F	resource
Conte F, Oti M, Dixon J, Carels CE, Rubini M, Zhou H	Systematic analysis of copy number variants of a large cohort of orofacial cleft patients identifies candidate genes for orofacial clefts	Hum Genet	2016	135(1)	41-59	26561393	F	T	F	clinical.use
Zhu Q, Liu H, Chute CG, Ferber M	EHR based Genetic Testing Knowledge Base (iGTKB) Development	BMC Med Inform Decis Mak	2015	15 Suppl 4	S3	26606281	F	T	F	resource;EHR
Choquet R, Maaroufi M, Fonjallaz Y, de Carrara A, Vandenbussche PY, Dhombres F, Landais P	LORD: a phenotype-genotype semantically integrated biomedical data tool to support rare disease diagnosis coding in health information systems	AMIA Annu Symp Proc	2015	2015	434-40	26958175	F	T	F	phenogeno.algorithm
Pengelly RJ, Greville-Heygate S, Schmidt S, Seaby EG, Jabalameli MR, Mehta SG, Parker MJ, Goudie D, Fagotto-Kaufmann C, Mercer C; DDD Study, Debant A, Ennis S, Baralle D	Mutations specific to the Rac-GEF domain of TRIO cause intellectual disability and microcephaly	J Med Genet	2016	53(11)	735-742	27418539	F	T	F	clinical.use
Rost B, Radivojac P, Bromberg Y	Protein function in precision medicine: deep understanding with machine learning	FEBS Lett	2016	590(15)	2327-41	27423136	F	T	F	systems.bio.algorithm
Griffon N, Schuers M, Dhombres F, Merabti T, Kerdelhué G, Rollin L, Darmoni SJ	Searching for rare diseases in PubMed: a blind comparison of Orphanet expert query and query based on terminological knowledge	BMC Med Inform Decis Mak	2016	16	101	27484923	F	T	F	resource
Ettlin DA, Sommer I, Brönnimann B, Maffioletti S, Scheidt J, Hou MY, Lukic N, Steiger B	Design, construction, and technical implementation of a web-based interdisciplinary symptom evaluation (WISE) - a heuristic proposal for orofacial pain and temporomandibular disorders	J Headache Pain	2016	17(1)	77	27581159	F	T	F	resource
Jiang Y, Oron TR, Clark WT, Bankapur AR, D'Andrea D, Lepore R, Funk CS, Kahanda I, Verspoor KM, Ben-Hur A, Koo da CE, Penfold-Brown D, Shasha D, Youngs N, Bonneau R, Lin A, Sahraeian SM, Martelli PL, Profiti G, Casadio R, Cao R, Zhong Z, Cheng J, Altenhoff A, Skunca N, Dessimoz C, Dogan T, Hakala K, Kaewphan S, Mehryary F, Salakoski T, Ginter F, Fang H, Smithers B, Oates M, Gough J, Törönen P, Koskinen P, Holm L, Chen CT, Hsu WL, Bryson K, Cozzetto D, Minneci F, Jones DT, Chapman S, Bkc D, Khan IK, Kihara D, Ofer D, Rappoport N, Stern A, Cibrian-Uhalte E, Denny P, Foulger RE, Hieta R, Legge D, Lovering RC, Magrane M, Melidoni AN, Mutowo-Meullenet P, Pichler K, Shypitsyna A, Li B, Zakeri P, ElShal S, Tranchevent LC, Das S, Dawson NL, Lee D, Lees JG, Sillitoe I, Bhat P, Nepusz T, Romero AE, Sasidharan R, Yang H, Paccanaro A, Gillis J, Sedeño-Cortés AE, Pavlidis P, Feng S, Cejuela JM, Goldberg T, Hamp T, Richter L, Salamov A, Gabaldon T, Marcet-Houben M, Supek F, Gong Q, Ning W, Zhou Y, Tian W, Falda M, Fontana P, Lavezzo E, Toppo S, Ferrari C, Giollo M, Piovesan D, Tosatto SC, Del Pozo A, Fernández JM, Maietta P, Valencia A, Tress ML, Benso A, Di Carlo S, Politano G, Savino A, Rehman HU, Re M, Mesiti M, Valentini G, Bargsten JW, van Dijk AD, Gemovic B, Glisic S, Perovic V, Veljkovic V, Veljkovic N, Almeida-E-Silva DC, Vencio RZ, Sharan M, Vogel J, Kansakar L, Zhang S, Vucetic S, Wang Z, Sternberg MJ, Wass MN, Huntley RP, Martin MJ, O'Donovan C, Robinson PN, Moreau Y, Tramontano A, Babbitt PC, Brenner SE, Linial M, Orengo CA, Rost B, Greene CS, Mooney SD, Friedberg I, Radivojac P	An expanded evaluation of protein function prediction methods shows an improvement in accuracy	Genome Biol	2016	17(1)	184	27604469	F	T	F	systems.bio.algorithm
Thangaraju K, Király R, Demény MA, András Mótyán J, Fuxreiter M, Fésüs L	Genomic variants reveal differential evolutionary constraints on human transglutaminases and point towards unrecognized significance of transglutaminase 2	PLoS One	2017	12(3)	e0172189	28248968	F	T	F	systems.bio.algorithm
Finan C, Gaulton A, Kruger FA, Lumbers RT, Shah T, Engmann J, Galver L, Kelley R, Karlsson A, Santos R, Overington JP, Hingorani AD, Casas JP	The druggable genome and support for target identification and validation in drug development	Sci Transl Med	2017	9(383)	pii: eaag1166	28356508	F	T	F	systems.bio.algorithm
Pillar N, Pleniceanu O, Fang M, Ziv L, Lahav E, Botchan S, Cheng L, Dekel B, Shomron N	A rare variant in the FHL1 gene associated with X-linked recessive hypoparathyroidism	Hum Genet	2017	136(7)	835-845	28444561	F	T	F	clinical.use
Sernadela P, González-Castro L, Carta C, van der Horst E, Lopes P, Kaliyaperumal R, Thompson M, Thompson R, Queralt-Rosinach N, Lopez E, Wood L, Robertson A, Lamanna C, Gilling M, Orth M, Merino-Martinez R, Posada M, Taruscio D, Lochmüller H, Robinson P, Roos M, Oliveira JL	Linked Registries: Connecting Rare Diseases Patient Registries through a Semantic Web Layer	Biomed Res Int	2017	2017	8327980	29214177	F	T	F	resource
Dudding-Byth T, Baxter A, Holliday EG, Hackett A, O'Donnell S, White SM, Attia J, Brunner H, de Vries B, Koolen D, Kleefstra T, Ratwatte S, Riveros C, Brain S, Lovell BC	Computer face-matching technology using two-dimensional photographs accurately matches the facial gestalt of unrelated individuals with the same syndromic form of intellectual disability	BMC Biotechnol	2017	17(1)	90	29258477	F	T	F	phenogeno.algorithm
Anderson D, Lassmann T	A phenotype centric benchmark of variant prioritisation tools	NPJ Genom Med	2018	3	5	29423277	F	T	F	review
Peng Y, Jiang Y, Radivojac P	Enumerating consistent sub-graphs of directed acyclic graphs: an insight into biomedical ontologies	Bioinformatics	2018	34(13)	i313-i322	29949985	F	T	F	review
Shen F, Liu S, Wang Y, Wen A, Wang L, Liu H	Utilization of Electronic Medical Records and Biomedical Literature to Support the Diagnosis of Rare Diseases Using Data Fusion and Collaborative Filtering Approaches	JMIR Med Inform	2018	6(4)	e11301	30305261	F	T	F	resource
Savatt JM, Azzariti DR, Faucett WA, Harrison S, Hart J, Kattman B, Landrum MJ, Ledbetter DH, Miller VR, Palen E, Rehm HL, Rhode J, Turner S, Vidal JA, Wain KE, Riggs ER, Martin CL	ClinGen's GenomeConnect registry enables patient-centered data sharing	Hum Mutat	2018	39(11)	1668-1676	30311371	F	T	F	resource
Wain KE, Palen E, Savatt JM, Shuman D, Finucane B, Seeley A, Challman TD, Myers SM, Martin CL	The value of genomic variant ClinVar submissions from clinical providers: Beyond the addition of novel variants	Hum Mutat	2018	39(11)	1660-1667	30311381	F	T	F	resource
Kaufmann P, Pariser AR, Austin C	From scientific discovery to treatments for rare diseases - the view from the National Center for Advancing Translational Sciences - Office of Rare Diseases Research	Orphanet J Rare Dis	2018	13(1)	196	30400963	F	T	F	review
Meehan TF, Masci AM, Abdulla A, Cowell LG, Blake JA, Mungall CJ, Diehl AD	Logical development of the cell ontology	BMC Bioinformatics	2011	12	6	21208450	F	T	F	resource
Hoehndorf R, Dumontier M, Gennari JH, Wimalaratne S, de Bono B, Cook DL, Gkoutos GV	Integrating systems biology models and biomedical ontologies	BMC Syst Biol	2011	5	124	21835028	F	T	F	review
Bard J	A new ontology (structured hierarchy) of human developmental anatomy for the first 7 weeks (Carnegie stages 1-20)	J Anat	2012	221(5)	406-16	22973865	F	T	F	resource
Li D, Berardini TZ, Muller RJ, Huala E	Building an efficient curation workflow for the Arabidopsis literature corpus	Database (Oxford)	2012	2012	bas047	23221298	F	T	F	resource
Sullivan J, Karra K, Moxon SA, Vallejos A, Motenko H, Wong JD, Aleksic J, Balakrishnan R, Binkley G, Harris T, Hitz B, Jayaraman P, Lyne R, Neuhauser S, Pich C, Smith RN, Trinh Q, Cherry JM, Richardson J, Stein L, Twigger S, Westerfield M, Worthey E, Micklem G	InterMOD: integrated data and tools for the unification of model organism research	Sci Rep	2013	3	1802	23652793	F	T	F	resource;cross.species
Harris MA, Lock A, Bähler J, Oliver SG, Wood V	FYPO: the fission yeast phenotype ontology	Bioinformatics	2013	29(13)	1671-8	23658422	F	T	F	resource;cross.species
Pujar A, Menda N, Bombarely A, Edwards JD, Strickler SR, Mueller LA	From manual curation to visualization of gene families and networks across Solanaceae plant species	Database (Oxford)	2013	2013	bat028	23681907	F	T	F	resource
Cook DL, Neal ML, Hoehndorf R, Gkoutos GV, Gennari JH	Representing physiological processes and their participants with PhysioMaps	J Biomed Semantics	2013	4 Suppl 1	S2	23735231	F	T	F	resource
Costa M, Reeve S, Grumbling G, Osumi-Sutherland D	The Drosophila anatomy ontology	J Biomed Semantics	2013	4(1)	32	24139062	F	T	F	resource;cross.species
Cook DL, Neal ML, Bookstein FL, Gennari JH	Ontology of physics for biology: representing physical dependencies as a basis for biological processes	J Biomed Semantics	2013	4(1)	41	24295137	F	T	F	resource
Hancock JM	Commentary on Shimoyama et al	(2012): three ontologies to define phenotype measurement data	2014	5	93	24795755	F	T	F	review
Ceusters W, Nasri-Heir C, Alnaas D, Cairns BE, Michelotti A, Ohrbach R	Perspectives on next steps in classification of oro-facial pain - Part 3: biomarkers of chronic oro-facial pain - from research to clinic	J Oral Rehabil	2015	42(12)	956-66	26200973	F	T	F	review
Collier N, Groza T, Smedley D, Robinson PN, Oellrich A, Rebholz-Schuhmann D	PhenoMiner: from text to a database of phenotypes associated with OMIM diseases	Database (Oxford)	2015	2015	pii: bav104	26507285	T	T	F	resource
Oellrich A, Meehan TF, Parkinson H, Sarntivijai S, White JK, Karp NA	Reporting phenotypes in mouse models when considering body size as a potential confounder	J Biomed Semantics	2016	7	2	26865945	F	T	F	cross.species
Diehl AD, Meehan TF, Bradford YM, Brush MH, Dahdul WM, Dougall DS, He Y, Osumi-Sutherland D, Ruttenberg A, Sarntivijai S, Van Slyke CE, Vasilevsky NA, Haendel MA, Blake JA, Mungall CJ	The Cell Ontology 2016: enhanced content, modularization, and ontology interoperability	J Biomed Semantics	2016	7(1)	44	27377652	F	T	F	resource
